"airport","arr_flights","arr_cancelled","arr_delayed","arr_delay_time","weather_prop","longitude_deg","latitude_deg","region_name","USAFID","lat","lon","temp","elev","wind.sp","vis.dist","rh","d","pct_delay","pct_cancel"
"CVG",4272,98,921,68756,0.0561939819018976,-84.667801,39.048801,"Kentucky",724210,39.044,-84.672,24.0687563195147,268.757330637007,3.18695652173913,14847.3195146613,67.9967362957487,0.645355470404566,0.215589887640449,0.022940074906367
"CWA",233,1,33,3751,0.0305305917664974,-89.6668014526,44.7775993347,"Wisconsin",726465,44.778,-89.667,16.5905826017557,389,2.18124501197127,14222.007980846,86.7968752073889,0.0472278896739206,0.141630901287554,0.00429184549356223
"DAB",277,4,40,2348,0.0708150010475592,-81.058098,29.179899,"Florida",722341,29.296,-81.114,28.3373493975904,9,3.0682808716707,13152.3019323672,83.2006020443677,14.0030268191461,0.144404332129964,0.0144404332129964
"DAL",6286,137,995,49909,0.112200575717076,-96.851799,32.847099,"Texas",722580,32.847,-96.856,31.2404639175258,148.996134020619,3.50193298969072,15917.7731958763,57.1803534164874,0.392600218510158,0.158288259624563,0.0217944638880051
"DAY",1282,45,281,22728,0.0998677975097568,-84.219398,39.902401,"Ohio",724290,39.867,-84.219,23.2979241877256,306.003610108303,3.56561371841156,14664.3519855596,69.7209972927194,3.93655807502324,0.219188767550702,0.0351014040561622
"DBQ",88,5,22,1106,0.125678119349005,-90.709503,42.402,"Iowa",725470,42.398,-90.717,20.1940285204991,328.996434937611,2.73939393939395,13273.0463458111,82.2136074742087,0.759466289483625,0.25,0.0568181818181818
"DCA",11853,384,2627,198246,0.0535772544046688,-77.037697,38.8521,"DistrictofColumbia",724050,38.847,-77.038,26.1965283657917,19.9745977984759,3.29661303979678,15844.2066045724,66.1020745715635,0.567700841232592,0.221631654433477,0.032396861554037
"DEN",23302,222,5053,348182,0.0276378985674317,-104.672996521,39.861698150635,"Colorado",725650,39.833,-104.673,23.3532971996387,1655.22312556459,4.28602540834846,15398.5632911392,48.8766721597964,3.19108876851498,0.216848339198352,0.00952707922066775
"DFW",27827,694,5352,427197,0.0424253684204586,-97.038002,32.896801,"Texas",722590,32.897,-97.038,30.2441035474593,182.002876318313,4.15854126679463,15660.0814956855,60.5263099673478,0.0221285782633724,0.192331189132857,0.0249398066625939
"DHN",118,0,23,1336,0.339820359281437,-85.4496002197266,31.3213005065918,"Alabama",722268,31.317,-85.45,26.8147973609802,108.052780395853,2.34005708848715,13913.1218130312,76.7705254713919,0.479700083950235,0.194915254237288,0
"DLG",26,0,5,361,0,-158.5050049,59.04470062,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2604.80446875608,0.192307692307692,0
"DLH",366,6,67,4511,0.0950580130057059,-92.193604,46.842098,"Minnesota",726427,46.689,-92.095,17.7996822514753,205,1.55955515206537,15166.3576940536,77.8994218246664,18.6067843937474,0.183060109289617,0.0163934426229508
"DRO",398,8,93,5944,0.0322190550228902,-107.753997803,37.1515007019,"Colorado",724625,37.14,-107.76,20.859125,2038,2.9,16068.8575,42.5813395020603,1.38506337987144,0.233668341708543,0.0201005025125628
"DRT",60,1,7,331,0,-100.927001953,29.3742008209,"Texas",722610,29.367,-100.927,32.6236017897092,313.2225950783,4.45213483146067,15980.4351230425,49.5785804600451,0.800694774121529,0.116666666666667,0.0166666666666667
"DSM",1469,15,277,16610,0.0667618769515051,-93.663101,41.534,"Iowa",725460,41.533,-93.667,22.5901209677419,293.991935483871,3.25509586276488,15133.8377016129,71.8143217407497,0.34306146564428,0.18856364874064,0.010211027910143
"DTW",14778,142,2475,182482,0.0423559245642037,-83.353401184082,42.2123985290527,"Michigan",725370,42.212,-83.353,22.5736936936937,201.990990990991,3.39270270270271,14227.6747747748,66.892939688502,0.0552761324123112,0.16747868453106,0.00960887806198403
"DVL",53,1,8,972,0,-98.90879822,48.11420059,"NorthDakota",720858,48.48,-99.236,17.9355565570077,450,3.97278880866427,15253.5565570077,78.7505698750909,47.3319081827018,0.150943396226415,0.0188679245283019
"EAR",57,1,16,807,0.0446096654275093,-99.006798,40.727001,"Nebraska",725526,40.717,-99,21.8735401459854,649,4.0337899543379,14609.2791970803,84.5410671012626,1.25095073397812,0.280701754385965,0.0175438596491228
"EAU",62,1,16,992,0.0110887096774194,-91.4842987060547,44.8657989501953,"Wisconsin",726435,44.866,-91.488,19.3295715778474,273.020898641588,2.44472309299895,13900.1901776385,76.5928185756392,0.292556221722612,0.258064516129032,0.0161290322580645
"ECP",584,6,119,6632,0.071718408849878,-85.795414,30.357106,"Florida",720735,30.349,-85.799,27.326706231454,21,2.45407554671968,15077.0722057369,80.2457515453252,0.96479089021242,0.203767123287671,0.0102739726027397
"EGE",118,1,19,1614,0.0196950444726811,-106.9179993,39.64260101,"Colorado",724675,39.643,-106.918,20.0557142857143,1992.06623376623,2.61,15985.3766233766,38.9873295925411,0.0443657042686514,0.161016949152542,0.00847457627118644
"EKO",57,0,2,128,0,-115.791999816895,40.8249015808105,"Nevada",725825,40.825,-115.792,22.5882506527415,1547.07832898172,2.43814569536424,16062.5378590078,31.3630063260234,0.0109437253971624,0.0350877192982456,0
"ELM",28,0,0,0,NA,-76.8916015625,42.1599006652832,"NewYork",725156,42.159,-76.892,18.9652549697494,291,1.61038961038961,11640.4679930796,85.1571475618216,0.105396822217823,0,0
"ELP",1510,25,319,18662,0.0154119832767474,-106.3779984,31.80719948,"Texas",722700,31.8,-106.4,30.7020853080569,1194.02274881517,3.7584440227704,15805.8293838863,35.275538560836,2.22794744200856,0.211258278145695,0.0165562913907285
"ERI",120,2,25,1410,0.138751853916629,-80.173867,42.083127,"Pennsylvania",725260,42.08,-80.183,22.397794822627,224.998082454458,3.4705656759348,15055.6682646213,68.4564156829996,0.83006333779551,0.208333333333333,0.0166666666666667
"ESC",53,0,10,743,0.131897711978466,-87.0936965942,45.7226982117,"Michigan",726480,45.723,-87.094,17.4363357215967,186,2.58401639344262,13076.3995901639,80.8723736647896,0.0409979879307743,0.188679245283019,0
"EUG",504,1,98,6562,0.0108455166413473,-123.21199798584,44.1245994567871,"Oregon",720202,45.417,-123.817,17.1632928475034,11,1.8246963562753,15043.8407557355,77.2386171110002,151.435297347824,0.194444444444444,0.00198412698412698
"EVV",374,8,62,3074,0.060678578679225,-87.5324020386,38.0369987488,"Indiana",724320,38.037,-87.533,24.2244840525328,118.016885553471,2.31303116147309,14486.8883677298,75.9436173129814,0.0523687902698565,0.165775401069519,0.0213903743315508
"EWN",211,5,62,4549,0.0491978609625668,-77.0429000854,35.0730018616,"NorthCarolina",723095,35.068,-77.048,25.2655515370705,6.99819168173599,2.45154264972777,14644.5054249548,86.5875813466061,0.724398208060077,0.293838862559242,0.023696682464455
"EWR",11613,590,3886,369060,0.0542751665602968,-74.168701,40.692501,"NewJersey",725020,40.683,-74.169,24.3896245059289,8.99604743083004,3.38537549407115,15457.6363636364,69.4439664971448,1.05676375678059,0.334624989236201,0.0508051321794541
"EYW",384,3,57,3621,0.198252282913325,-81.759598,24.556101,"Florida",722010,24.55,-81.76,29.8274343776461,5.77561388653683,3.50135478408128,15405.8382726503,72.8832562642,0.679617541370347,0.1484375,0.0078125
"FAI",507,2,93,4108,0.0183744645361841,-147.8560028,64.81510162,"Alaska",720272,48.467,-122.421,18.7337224966322,44,1.88197752808989,14266.2198100407,74.4413045794844,2359.14512009392,0.183431952662722,0.00394477317554241
"FAR",525,2,117,8339,0.0414896516767971,-96.815803527832,46.9207000732422,"NorthDakota",722129,46.839,-96.664,18.8712593516209,280,3.18521060842434,15599.5592848181,75.2235885874353,14.6851054716177,0.222857142857143,0.00380952380952381
"FAT",1090,4,185,10673,0.0139052516039151,-119.718002,36.776199,"California",723890,36.767,-119.719,29.1592635212888,100.00920598389,3.3677047289504,16033.4902186421,38.1559944259619,1.02673738766339,0.169724770642202,0.0036697247706422
"FAY",357,9,92,5716,0.148221952117699,-78.880302,34.991199,"NorthCarolina",723035,34.991,-78.88,25.6455672068637,59.9847473784557,2.74804202483286,14326.5004766444,82.8530129339765,0.0353055913730484,0.257703081232493,0.0252100840336134
"FCA",494,2,59,4533,0.0492786490451738,-114.255996704102,48.3105010986328,"Montana",720923,48.726,-116.295,19.6051899907322,711,1.06696014828545,15875.249304912,53.1490401270484,157.119944319212,0.119433198380567,0.00404858299595142
"FLG",184,0,24,1638,0.00366300366300366,-111.670998,35.1385,"Arizona",723750,35.13,-111.671,19.852034261242,2138.45824411135,2.51111111111111,15897.1466809422,44.5315859984803,0.945156893976846,0.130434782608696,0
"FLL",7588,98,2296,171724,0.0272398105600933,-80.152702,26.072599,"Florida",722037,25.999,-80.241,28.3493230174081,3,2.77875848690592,14723.4387351779,76.5226909919947,12.0333526914376,0.302583025830258,0.0129151291512915
